date,PM10 ( µg/m³ )
2020-10-13 00:00:00,"108,502"
2020-10-14 00:00:00,"85,792"
2020-10-15 00:00:00,"87,792"
2020-10-16 00:00:00,"98,074"
2020-10-17 00:00:00,"119,776"
2020-10-18 00:00:00,"97,324"
2020-10-19 00:00:00,33
2020-10-20 00:00:00,"23,164"
2020-10-21 00:00:00,"23,552"
2020-10-22 00:00:00,"74,702"
2020-10-23 00:00:00,"83,81"
2020-10-24 00:00:00,"108,18"
2020-10-25 00:00:00,"111,846"
2020-10-26 00:00:00,"120,756"
2020-10-27 00:00:00,"111,154"
2020-10-28 00:00:00,"116,482"
2020-10-29 00:00:00,"94,07"
2020-10-30 00:00:00,"36,438"
2020-10-31 00:00:00,"26,374"
2020-11-01 00:00:00,"48,878"
2020-11-02 00:00:00,"83,22"
2020-11-03 00:00:00,"127,178"
2020-11-04 00:00:00,"64,852"
2020-11-05 00:00:00,"26,294"
2020-11-06 00:00:00,"49,12"
2020-11-07 00:00:00,"36,514"
2020-11-08 00:00:00,"31,83"
2020-11-09 00:00:00,"83,298"
2020-11-10 00:00:00,"100,526"
2020-11-11 00:00:00,"41,128"
2020-11-12 00:00:00,"69,338"
2020-11-13 00:00:00,"109,034"
2020-11-14 00:00:00,"112,772"
2020-11-15 00:00:00,"78,636"
2020-11-16 00:00:00,"87,298"
2020-11-17 00:00:00,"143,216"
2020-11-18 00:00:00,"106,894"
2020-11-19 00:00:00,"27,928"
2020-11-20 00:00:00,"29,438"
2020-11-21 00:00:00,"35,562"
2020-11-22 00:00:00,"50,128"
2020-11-23 00:00:00,"101,898"
2020-11-24 00:00:00,"123,448"
2020-11-25 00:00:00,"49,486"
2020-11-26 00:00:00,"43,15"
2020-11-27 00:00:00,"65,238"
2020-11-28 00:00:00,"151,286"
2020-11-29 00:00:00,"155,224"
2020-11-30 00:00:00,"151,6112"
2020-12-01 00:00:00,"157,5524"
2020-12-02 00:00:00,"88,1396"
2020-12-03 00:00:00,"102,1188"
2020-12-04 00:00:00,"73,64"
2020-12-05 00:00:00,"96,464"
2020-12-06 00:00:00,"126,796"
2020-12-07 00:00:00,"187,206"
2020-12-08 00:00:00,"113,096"
2020-12-09 00:00:00,"108,438"
2020-12-10 00:00:00,"68,524"
2020-12-11 00:00:00,"65,99"
2020-12-12 00:00:00,"55,912"
2020-12-13 00:00:00,"29,776"
2020-12-14 00:00:00,"35,352"
2020-12-15 00:00:00,"37,888"
2020-12-16 00:00:00,"30,462"
2020-12-17 00:00:00,"84,162"
2020-12-18 00:00:00,"80,389"
2020-12-19 00:00:00,"61,504"
2020-12-20 00:00:00,"78,411"
2020-12-21 00:00:00,"98,69"
2020-12-22 00:00:00,"59,571"
2020-12-23 00:00:00,"39,444"
2020-12-24 00:00:00,"91,776"
2020-12-25 00:00:00,"121,106"
2020-12-26 00:00:00,"98,95"
2020-12-27 00:00:00,"69,56"
2020-12-28 00:00:00,"92,412"
2020-12-29 00:00:00,"93,042"
2020-12-30 00:00:00,"112,584"
2020-12-31 00:00:00,"92,964"
2021-01-01 00:00:00,"56,972"
2021-01-02 00:00:00,"73,226"
2021-01-03 00:00:00,"77,988"
2021-01-04 00:00:00,"133,5"
2021-01-05 00:00:00,"103,202"
2021-01-06 00:00:00,"57,6"
2021-01-07 00:00:00,"67,78566667"
2021-01-08 00:00:00,"99,91733333"
2021-01-09 00:00:00,"78,617"
2021-01-10 00:00:00,"57,45466667"
2021-01-11 00:00:00,"112,3223333"
2021-01-12 00:00:00,"95,692"
2021-01-13 00:00:00,"82,04"
2021-01-14 00:00:00,"30,264"
2021-01-15 00:00:00,"37,018"
2021-01-16 00:00:00,"47,458"
2021-01-17 00:00:00,"28,04"
2021-01-18 00:00:00,"37,358"
2021-01-19 00:00:00,"97,254"
2021-01-20 00:00:00,"103,184"
2021-01-21 00:00:00,"94,886"
2021-01-22 00:00:00,"143,202"
2021-01-23 00:00:00,"115,558"
2021-01-24 00:00:00,"73,446"
