,Istasyon_No,Istasyon_Adi,YIL,AY,GUN,SAAT,SICAKLIK_°C
30728,18046,ÇANKAYA/TBMM,2016.0,10.0,17.0,23.0,6.9
30729,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,0.0,6.9
30730,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,1.0,6.8
30731,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,2.0,6.4
30732,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,3.0,6.2
30733,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,4.0,5.8
30734,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,5.0,5.7
30735,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,6.0,6.5
30736,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,7.0,8.0
30737,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,8.0,8.3
30738,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,9.0,11.0
30739,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,10.0,10.8
30740,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,11.0,10.9
30741,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,12.0,11.8
30742,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,13.0,11.8
30743,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,14.0,10.9
30744,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,15.0,9.1
30745,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,16.0,8.3
30746,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,17.0,8.3
30747,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,18.0,8.1
30748,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,19.0,6.5
30749,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,20.0,6.6
30750,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,21.0,6.5
30751,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,22.0,6.1
30752,18046,ÇANKAYA/TBMM,2016.0,10.0,18.0,23.0,4.9
30753,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,0.0,4.0
30754,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,1.0,3.0
30755,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,2.0,2.3
30756,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,3.0,2.3
30757,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,4.0,1.7
30758,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,5.0,2.4
30759,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,6.0,4.5
30760,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,7.0,6.3
30761,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,8.0,8.0
30762,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,9.0,11.2
30763,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,10.0,12.5
30764,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,11.0,12.7
30765,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,12.0,13.5
30766,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,13.0,13.8
30767,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,14.0,13.3
30768,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,15.0,11.4
30769,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,16.0,10.4
30770,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,17.0,9.6
30771,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,18.0,8.2
30772,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,19.0,7.7
30773,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,20.0,6.8
30774,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,21.0,6.1
30775,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,22.0,5.4
30776,18046,ÇANKAYA/TBMM,2016.0,10.0,19.0,23.0,4.5
30777,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,0.0,4.6
30778,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,1.0,3.8
30779,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,2.0,3.6
30780,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,3.0,3.5
30781,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,4.0,2.8
30782,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,5.0,4.0
30783,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,6.0,6.5
30784,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,7.0,9.0
30785,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,8.0,12.2
30786,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,9.0,15.3
30787,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,10.0,16.4
30788,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,11.0,17.2
30789,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,12.0,16.9
30790,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,13.0,16.8
30791,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,14.0,15.9
30792,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,15.0,13.4
30793,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,16.0,12.6
30794,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,17.0,10.7
30795,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,18.0,10.0
30796,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,19.0,9.8
30797,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,20.0,8.6
30798,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,21.0,8.0
30799,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,22.0,7.4
30800,18046,ÇANKAYA/TBMM,2016.0,10.0,20.0,23.0,6.9
30801,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,0.0,6.7
30802,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,1.0,6.1
30803,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,2.0,5.2
30804,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,3.0,4.9
30805,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,4.0,4.1
30806,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,5.0,5.5
30807,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,6.0,7.4
30808,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,7.0,9.3
30809,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,8.0,12.7
30810,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,9.0,16.6
30811,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,10.0,16.9
30812,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,11.0,17.6
30813,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,12.0,17.8
30814,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,13.0,17.6
30815,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,14.0,16.8
30816,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,15.0,14.7
30817,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,16.0,12.6
30818,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,17.0,11.6
30819,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,18.0,11.1
30820,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,19.0,10.6
30821,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,20.0,9.5
30822,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,21.0,7.4
30823,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,22.0,7.6
30824,18046,ÇANKAYA/TBMM,2016.0,10.0,21.0,23.0,6.8
30825,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,0.0,6.0
30826,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,1.0,6.0
30827,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,2.0,5.5
30828,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,3.0,5.2
30829,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,4.0,5.2
30830,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,5.0,5.6
30831,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,6.0,7.7
30832,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,7.0,11.0
30833,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,8.0,14.0
30834,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,9.0,16.7
30835,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,11.0,19.6
30836,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,12.0,20.3
30837,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,13.0,19.6
30838,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,14.0,19.3
30839,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,15.0,16.2
30840,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,16.0,15.2
30841,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,17.0,13.1
30842,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,18.0,12.9
30843,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,19.0,11.9
30844,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,20.0,11.0
30845,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,21.0,10.8
30846,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,22.0,9.3
30847,18046,ÇANKAYA/TBMM,2016.0,10.0,22.0,23.0,8.9
30848,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,0.0,8.8
30849,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,1.0,7.7
30850,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,2.0,7.8
30851,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,3.0,7.7
30852,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,4.0,8.2
30853,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,5.0,9.0
30854,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,6.0,10.1
30855,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,7.0,11.9
30856,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,8.0,12.6
30857,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,9.0,13.7
30858,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,10.0,15.8
30859,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,11.0,16.6
30860,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,12.0,18.9
30861,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,13.0,18.1
30862,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,14.0,18.2
30863,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,15.0,16.6
30864,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,16.0,15.0
30865,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,17.0,14.3
30866,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,18.0,12.8
30867,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,19.0,11.8
30868,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,20.0,10.5
30869,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,21.0,10.8
30870,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,22.0,10.3
30871,18046,ÇANKAYA/TBMM,2016.0,10.0,23.0,23.0,9.6
30872,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,0.0,9.2
30873,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,1.0,9.7
30874,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,2.0,9.8
30875,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,3.0,9.6
30876,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,4.0,9.7
30877,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,5.0,9.8
30878,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,6.0,11.1
30879,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,7.0,12.4
30880,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,8.0,13.6
30881,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,9.0,15.1
30882,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,10.0,17.0
30883,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,11.0,14.1
30884,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,12.0,15.1
30885,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,13.0,15.5
30886,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,14.0,15.5
30887,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,15.0,14.6
30888,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,16.0,12.5
30889,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,17.0,11.0
30890,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,18.0,10.3
30891,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,19.0,8.6
30892,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,20.0,8.8
30893,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,21.0,8.3
30894,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,22.0,6.8
30895,18046,ÇANKAYA/TBMM,2016.0,10.0,24.0,23.0,7.3
30896,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,0.0,7.1
30897,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,1.0,6.8
30898,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,2.0,7.2
30899,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,3.0,5.9
30900,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,4.0,6.3
30901,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,5.0,7.3
30902,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,6.0,8.3
30903,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,7.0,9.3
30904,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,8.0,11.3
30905,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,9.0,12.6
30906,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,10.0,14.0
30907,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,11.0,14.3
30908,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,12.0,14.7
30909,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,13.0,14.9
30910,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,14.0,14.6
30911,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,15.0,12.1
30912,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,16.0,10.3
30913,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,17.0,9.0
30914,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,18.0,8.2
30915,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,19.0,7.1
30916,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,20.0,6.3
30917,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,21.0,6.0
30918,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,22.0,5.4
30919,18046,ÇANKAYA/TBMM,2016.0,10.0,25.0,23.0,4.7
30920,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,0.0,4.5
30921,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,1.0,3.8
30922,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,2.0,3.4
30923,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,3.0,2.4
30924,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,4.0,2.7
30925,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,5.0,2.7
30926,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,6.0,4.9
30927,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,7.0,6.4
30928,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,8.0,9.7
30929,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,9.0,11.0
30930,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,10.0,12.7
30931,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,11.0,12.7
30932,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,12.0,13.4
30933,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,13.0,14.1
30934,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,14.0,12.5
30935,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,15.0,9.9
30936,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,16.0,9.9
30937,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,17.0,8.9
30938,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,18.0,7.1
30939,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,19.0,7.2
30940,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,20.0,5.9
30941,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,21.0,5.2
30942,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,22.0,5.2
30943,18046,ÇANKAYA/TBMM,2016.0,10.0,26.0,23.0,4.3
30944,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,0.0,4.9
30945,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,1.0,5.0
30946,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,2.0,5.6
30947,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,3.0,5.3
30948,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,4.0,5.8
30949,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,5.0,5.8
30950,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,6.0,8.3
30951,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,7.0,10.2
30952,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,8.0,11.5
30953,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,9.0,13.7
30954,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,10.0,13.3
30955,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,11.0,14.4
30956,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,12.0,13.4
30957,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,13.0,13.2
30958,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,14.0,12.5
30959,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,15.0,12.1
30960,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,16.0,9.1
30961,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,17.0,9.5
30962,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,18.0,9.5
30963,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,19.0,9.7
30964,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,20.0,9.5
30965,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,21.0,9.2
30966,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,22.0,8.9
30967,18046,ÇANKAYA/TBMM,2016.0,10.0,27.0,23.0,8.8
30968,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,0.0,8.6
30969,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,1.0,8.6
30970,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,2.0,8.1
30971,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,3.0,8.5
30972,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,4.0,8.3
30973,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,5.0,8.7
30974,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,6.0,8.9
30975,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,7.0,10.5
30976,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,8.0,12.2
30977,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,9.0,12.9
30978,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,10.0,14.3
30979,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,11.0,14.8
30980,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,12.0,14.3
30981,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,13.0,14.2
30982,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,14.0,13.6
30983,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,15.0,12.9
30984,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,16.0,12.5
30985,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,17.0,11.7
30986,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,18.0,11.3
30987,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,19.0,10.8
30988,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,20.0,10.8
30989,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,21.0,10.4
30990,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,22.0,9.9
30991,18046,ÇANKAYA/TBMM,2016.0,10.0,28.0,23.0,9.3
30992,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,0.0,9.1
30993,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,1.0,8.9
30994,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,2.0,8.6
30995,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,3.0,8.3
30996,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,4.0,8.2
30997,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,5.0,8.2
30998,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,6.0,7.9
30999,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,7.0,8.5
31000,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,8.0,9.2
31001,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,9.0,10.5
31002,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,10.0,11.1
31003,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,11.0,12.3
31004,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,12.0,12.1
31005,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,13.0,12.2
31006,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,14.0,11.7
31007,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,15.0,11.0
31008,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,16.0,10.7
31009,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,17.0,10.5
31010,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,18.0,10.4
31011,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,19.0,10.3
31012,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,20.0,10.2
31013,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,21.0,9.4
31014,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,22.0,9.5
31015,18046,ÇANKAYA/TBMM,2016.0,10.0,29.0,23.0,9.3
31016,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,0.0,9.1
31017,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,1.0,9.0
31018,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,2.0,9.1
31019,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,3.0,8.9
31020,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,4.0,8.5
31021,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,5.0,8.0
31022,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,6.0,8.5
31023,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,7.0,9.3
31024,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,8.0,9.6
31025,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,9.0,11.4
31026,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,10.0,12.3
31027,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,11.0,11.6
31028,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,12.0,12.5
31029,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,13.0,11.6
31030,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,14.0,10.9
31031,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,15.0,9.3
31032,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,16.0,8.3
31033,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,17.0,7.1
31034,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,18.0,6.6
31035,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,19.0,5.4
31036,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,20.0,4.6
31037,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,21.0,4.1
31038,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,22.0,3.7
31039,18046,ÇANKAYA/TBMM,2016.0,10.0,30.0,23.0,3.0
31040,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,0.0,3.2
31041,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,1.0,2.4
31042,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,2.0,3.2
31043,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,3.0,2.8
31044,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,4.0,3.1
31045,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,5.0,3.5
31046,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,6.0,4.2
31047,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,7.0,4.6
31048,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,8.0,5.3
31049,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,9.0,8.6
31050,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,10.0,7.8
31051,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,11.0,7.8
31052,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,12.0,7.3
31053,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,13.0,7.4
31054,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,14.0,6.5
31055,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,15.0,5.9
31056,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,16.0,5.0
31057,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,17.0,4.0
31058,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,18.0,3.1
31059,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,19.0,2.4
31060,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,20.0,1.4
31061,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,21.0,1.4
31062,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,22.0,0.8
31063,18046,ÇANKAYA/TBMM,2016.0,10.0,31.0,23.0,-0.1
31064,18046,ÇANKAYA/TBMM,2016.0,11.0,1.0,0.0,-0.8
31065,18046,ÇANKAYA/TBMM,2016.0,11.0,1.0,1.0,-1.2
31066,18046,ÇANKAYA/TBMM,2016.0,11.0,1.0,2.0,-1.6
31067,18046,ÇANKAYA/TBMM,2016.0,11.0,1.0,3.0,-1.3
