,date,spx,dax,ftse,nikkei
1530,19/11/1999,1422.0,5955.97,6482.25,18570.84
1531,22/11/1999,1420.94,5819.89,6441.99,18822.12
1532,23/11/1999,1404.64,5814.74,6534.2,18822.12
1533,24/11/1999,1417.08,5818.73,6561.76,18896.21
1534,25/11/1999,1417.08,5961.45,6682.76,18721.78
1535,26/11/1999,1416.62,5958.07,6684.79,18914.5
1536,29/11/1999,1407.83,5888.88,6692.31,18850.27
1537,30/11/1999,1388.91,5896.04,6597.17,18558.23
1538,01/12/1999,1397.72,5933.84,6645.97,18495.95
1539,02/12/1999,1409.04,5937.2,6653.7,18514.41
1540,03/12/1999,1433.3,6119.17,6742.17,18368.14
1541,06/12/1999,1423.33,6142.19,6694.01,18507.2
1542,07/12/1999,1409.17,6158.77,6660.92,18593.96
1543,08/12/1999,1403.88,6115.59,6619.38,18401.2
1544,09/12/1999,1408.11,6118.06,6680.84,18260.72
1545,10/12/1999,1417.04,6097.9,6739.52,18271.85
1546,13/12/1999,1415.22,6127.2,6710.71,18205.08
1547,14/12/1999,1403.17,6187.99,6702.08,18165.55
1548,15/12/1999,1413.32,6232.75,6633.82,18138.36
1549,16/12/1999,1418.78,6341.29,6671.98,18111.31
1550,17/12/1999,1421.03,6353.9,6724.58,18095.12
1551,20/12/1999,1418.09,6378.66,6731.19,18175.49
1552,21/12/1999,1433.43,6418.68,6707.5,18080.38
1553,22/12/1999,1436.13,6492.53,6728.65,18461.93
1554,23/12/1999,1458.34,6782.39,6776.81,18461.93
1555,24/12/1999,1458.34,6782.39,6806.51,18584.95
1556,27/12/1999,1457.1,6837.41,6806.51,18546.9
1557,28/12/1999,1457.66,6861.54,6806.51,18783.52
1558,29/12/1999,1463.46,6859.58,6835.91,18810.58
1559,30/12/1999,1464.47,6958.14,6930.2,18934.34
1560,31/12/1999,1469.25,6958.14,6930.2,18934.34
1561,03/01/2000,1455.22,6750.76,6930.2,18934.34
1562,04/01/2000,1399.42,6586.95,6665.86,19002.86
1563,05/01/2000,1402.11,6502.07,6535.9,18542.55
1564,06/01/2000,1403.45,6474.92,6447.24,18168.27
1565,07/01/2000,1441.47,6780.96,6504.75,18193.41
1566,10/01/2000,1457.6,6925.52,6607.71,18193.41
1567,11/01/2000,1438.56,6891.25,6518.94,18850.92
1568,12/01/2000,1432.25,6912.81,6532.84,18677.42
1569,13/01/2000,1449.68,6955.98,6531.46,18833.29
1570,14/01/2000,1465.15,7173.22,6658.18,18956.55
1571,17/01/2000,1465.15,7258.9,6669.46,19437.23
1572,18/01/2000,1455.14,7072.12,6504.6,19196.57
1573,19/01/2000,1455.9,7091.04,6445.45,18897.75
1574,20/01/2000,1445.57,7112.66,6348.73,19008.01
1575,21/01/2000,1441.36,6992.75,6346.31,18878.09
1576,24/01/2000,1401.53,6931.99,6379.8,19056.71
1577,25/01/2000,1410.03,6809.64,6274.1,18895.53
1578,26/01/2000,1404.09,6969.37,6375.6,19111.19
1579,27/01/2000,1398.56,7126.13,6441.0,19209.72
1580,28/01/2000,1360.16,7066.6,6375.61,19434.78
1581,31/01/2000,1394.46,6835.6,6268.5,19539.7
1582,01/02/2000,1409.28,7050.46,6290.93,19423.38
1583,02/02/2000,1409.12,7171.95,6302.83,19578.91
1584,03/02/2000,1424.97,7354.26,6324.33,19786.42
1585,04/02/2000,1424.37,7444.61,6184.98,19763.13
1586,07/02/2000,1424.24,7296.32,6118.64,19945.43
1587,08/02/2000,1441.72,7549.88,6285.81,19868.88
1588,09/02/2000,1411.7,7629.11,6315.41,20007.77
1589,10/02/2000,1416.83,7709.27,6279.81,19710.02
1590,11/02/2000,1387.12,7611.55,6193.32,19710.02
1591,14/02/2000,1389.94,7644.8,6068.62,19556.46
1592,15/02/2000,1402.05,7396.13,6005.2,19367.83
1593,16/02/2000,1387.67,7490.32,6147.4,19599.18
1594,17/02/2000,1388.26,7580.53,6209.3,19791.4
1595,18/02/2000,1346.09,7573.78,6165.0,19789.03
1596,21/02/2000,1346.09,7590.53,6081.62,19543.75
1597,22/02/2000,1352.17,7607.94,6014.73,19390.58
1598,23/02/2000,1360.69,7698.97,6144.1,19519.55
1599,24/02/2000,1353.43,7640.53,6086.7,19571.44
1600,25/02/2000,1333.36,7738.68,6198.0,19817.88
1601,28/02/2000,1348.05,7587.13,6099.64,19720.1
1602,29/02/2000,1366.42,7644.55,6232.56,19959.52
1603,01/03/2000,1379.19,7727.93,6364.9,20081.67
1604,02/03/2000,1381.76,7945.77,6432.1,20065.11
1605,03/03/2000,1409.17,7960.03,6487.46,19927.54
1606,06/03/2000,1391.28,7975.78,6567.81,19796.35
1607,07/03/2000,1355.62,8064.97,6466.54,19944.24
1608,08/03/2000,1366.7,7987.0,6411.2,19766.8
1609,09/03/2000,1401.69,7949.15,6532.11,19662.33
1610,10/03/2000,1395.07,7975.95,6568.7,19750.4
1611,13/03/2000,1383.62,7693.85,6466.87,19189.93
1612,14/03/2000,1359.15,7650.05,6487.11,19141.84
1613,15/03/2000,1392.15,7414.46,6446.99,19078.6
1614,16/03/2000,1458.47,7583.96,6557.25,19253.23
1615,17/03/2000,1464.47,7710.92,6557.99,19566.32
1616,20/03/2000,1456.63,7872.38,6624.51,19566.32
1617,21/03/2000,1493.87,7807.93,6617.87,19602.36
1618,22/03/2000,1500.64,7798.62,6609.6,19733.59
1619,23/03/2000,1527.35,7694.78,6594.6,19704.6
1620,24/03/2000,1527.46,7932.42,6738.5,19958.08
1621,27/03/2000,1523.86,7892.49,6687.17,20281.03
1622,28/03/2000,1507.73,7931.93,6650.14,20374.34
1623,29/03/2000,1508.52,7864.76,6598.83,20706.65
1624,30/03/2000,1487.92,7644.89,6445.17,20441.5
1625,31/03/2000,1498.58,7599.39,6540.22,20337.32
1626,03/04/2000,1505.97,7429.22,6462.12,20726.99
1627,04/04/2000,1494.73,7522.8,6427.03,20594.93
1628,05/04/2000,1487.37,7330.77,6379.32,20462.77
1629,06/04/2000,1501.34,7446.21,6451.14,20223.61
1630,07/04/2000,1516.35,7522.2,6569.88,20252.81
1631,10/04/2000,1504.46,7516.95,6533.38,20619.06
1632,11/04/2000,1500.59,7442.66,6379.22,20522.52
1633,12/04/2000,1467.17,7443.07,6350.8,20833.21
1634,13/04/2000,1440.51,7449.06,6357.0,20526.42
1635,14/04/2000,1356.56,7214.83,6178.12,20434.68
1636,17/04/2000,1401.44,7187.14,5994.57,19008.64
1637,18/04/2000,1441.61,7196.49,6074.04,18969.52
1638,19/04/2000,1427.47,7216.71,6184.91,19086.62
1639,20/04/2000,1434.54,7157.95,6241.22,18959.32
1640,21/04/2000,1434.54,7157.95,6241.22,18252.68
1641,24/04/2000,1429.86,7157.95,6241.22,18480.15
1642,25/04/2000,1477.44,7280.51,6282.97,18272.33
1643,26/04/2000,1460.99,7388.55,6256.53,18134.31
1644,27/04/2000,1464.92,7221.74,6179.3,18019.17
1645,28/04/2000,1452.43,7414.68,6327.43,17973.7
1646,01/05/2000,1468.25,7414.68,6327.43,18403.08
1647,02/05/2000,1446.29,7555.92,6373.39,18439.36
1648,03/05/2000,1415.1,7376.93,6184.79,18439.36
1649,04/05/2000,1409.57,7386.71,6199.58,18439.36
1650,05/05/2000,1432.63,7530.82,6238.84,18439.36
1651,08/05/2000,1424.17,7408.09,6216.3,18199.96
1652,09/05/2000,1412.14,7280.54,6123.81,17844.54
1653,10/05/2000,1383.05,7120.86,6100.65,17701.47
1654,11/05/2000,1407.81,7259.48,6245.88,16882.46
1655,12/05/2000,1420.96,7269.28,6283.45,17357.86
1656,15/05/2000,1452.36,7195.15,6247.7,17313.69
1657,16/05/2000,1466.04,7371.06,6318.36,17551.25
1658,17/05/2000,1447.8,7211.51,6196.22,17404.03
1659,18/05/2000,1437.21,7181.58,6232.95,17031.63
1660,19/05/2000,1406.95,6989.03,6045.38,16858.17
1661,22/05/2000,1400.72,6912.96,6035.54,16386.01
1662,23/05/2000,1373.86,6927.69,6086.79,16318.73
1663,24/05/2000,1399.05,6834.88,6118.62,16044.44
1664,25/05/2000,1381.52,6978.87,6231.11,16247.82
1665,26/05/2000,1378.02,6938.33,6216.92,16008.14
1666,29/05/2000,1378.02,7016.66,6216.92,16245.44
1667,30/05/2000,1422.45,7119.26,6359.57,16228.9
1668,31/05/2000,1420.6,7109.67,6359.35,16332.45
1669,01/06/2000,1448.81,7272.76,6470.54,16694.3
1670,02/06/2000,1477.26,7438.95,6626.38,16800.06
1671,05/06/2000,1467.63,7408.02,6546.65,17201.79
1672,06/06/2000,1457.84,7359.8,6546.75,17170.08
1673,07/06/2000,1471.36,7292.98,6503.82,17144.96
1674,08/06/2000,1461.67,7243.13,6496.57,17004.34
1675,09/06/2000,1456.95,7254.53,6443.78,16861.91
1676,12/06/2000,1446.0,7235.64,6430.88,16980.61
1677,13/06/2000,1469.44,7268.91,6447.11,16914.95
1678,14/06/2000,1470.54,7350.94,6536.29,16654.42
1679,15/06/2000,1478.73,7328.62,6490.81,16338.7
1680,16/06/2000,1464.46,7160.62,6526.01,16318.31
1681,19/06/2000,1486.0,7198.8,6490.22,16591.35
1682,20/06/2000,1475.95,7227.27,6526.93,16907.55
1683,21/06/2000,1479.13,7100.09,6477.76,17210.08
1684,22/06/2000,1452.18,7053.67,6413.82,17106.01
1685,23/06/2000,1441.48,6980.41,6391.49,16963.21
1686,26/06/2000,1455.31,7027.19,6405.17,16925.4
1687,27/06/2000,1450.55,7048.96,6375.33,17279.06
1688,28/06/2000,1454.82,7056.05,6313.53,17370.17
1689,29/06/2000,1442.39,6874.54,6238.98,17475.9
1690,30/06/2000,1454.6,6898.21,6312.71,17411.05
1691,03/07/2000,1469.54,6958.96,6470.43,17614.66
1692,04/07/2000,1469.54,6944.36,6416.99,17470.15
1693,05/07/2000,1446.23,6961.73,6382.46,17435.95
1694,06/07/2000,1456.67,6951.09,6419.59,17282.37
1695,07/07/2000,1478.9,7052.22,6497.54,17398.24
1696,10/07/2000,1475.62,7070.82,6466.24,17572.68
1697,11/07/2000,1480.88,7003.98,6475.84,17504.36
1698,12/07/2000,1492.92,7065.97,6518.5,17342.13
1699,13/07/2000,1495.84,7195.99,6475.73,17036.9
1700,14/07/2000,1509.98,7318.38,6475.36,17142.9
1701,17/07/2000,1510.49,7430.7,6525.45,17286.83
1702,18/07/2000,1493.74,7406.91,6450.54,16945.07
1703,19/07/2000,1481.96,7366.57,6465.45,16983.57
1704,20/07/2000,1495.57,7480.14,6469.01,16983.57
1705,21/07/2000,1480.19,7373.26,6378.42,16811.49
1706,24/07/2000,1464.29,7328.31,6381.31,16547.12
1707,25/07/2000,1474.47,7329.04,6390.74,16573.59
1708,26/07/2000,1452.42,7302.12,6387.09,16502.61
1709,27/07/2000,1449.62,7183.44,6352.13,16182.01
1710,28/07/2000,1419.89,7128.3,6335.69,15838.57
1711,31/07/2000,1430.83,7190.37,6365.26,15727.49
1712,01/08/2000,1438.1,7145.53,6379.35,16099.67
1713,02/08/2000,1438.7,7112.45,6391.28,16206.19
1714,03/08/2000,1452.56,7037.91,6317.13,15814.44
1715,04/08/2000,1462.93,7016.59,6363.51,15667.36
1716,07/08/2000,1479.32,7113.22,6387.78,16002.71
1717,08/08/2000,1482.8,7123.81,6358.12,15820.11
1718,09/08/2000,1472.87,7226.71,6413.97,16034.6
1719,10/08/2000,1460.25,7280.97,6387.27,15975.65
1720,11/08/2000,1471.84,7322.98,6384.46,16117.5
1721,14/08/2000,1491.56,7331.67,6419.93,16153.91
1722,15/08/2000,1484.43,7307.43,6475.52,16298.29
1723,16/08/2000,1479.85,7315.27,6532.05,16356.03
1724,17/08/2000,1496.07,7278.43,6518.17,16161.03
1725,18/08/2000,1491.72,7232.42,6543.66,16280.49
1726,21/08/2000,1499.48,7199.34,6542.19,16040.18
1727,22/08/2000,1498.13,7249.2,6584.82,16454.74
1728,23/08/2000,1505.97,7232.78,6566.24,16436.65
1729,24/08/2000,1508.31,7230.26,6557.04,16670.82
1730,25/08/2000,1506.45,7307.17,6563.71,16911.33
1731,28/08/2000,1514.09,7339.22,6563.71,17181.12
1732,29/08/2000,1509.84,7294.4,6586.27,17141.75
1733,30/08/2000,1502.59,7185.56,6615.12,16901.67
1734,31/08/2000,1517.68,7216.45,6672.66,16861.26
1735,01/09/2000,1520.77,7344.67,6795.01,16739.78
1736,04/09/2000,1520.77,7445.56,6798.06,16688.21
1737,05/09/2000,1507.08,7395.07,6752.48,16452.27
1738,06/09/2000,1492.25,7333.02,6694.73,16399.87
1739,07/09/2000,1502.51,7373.34,6689.19,16300.46
1740,08/09/2000,1494.5,7267.77,6600.74,16501.55
1741,11/09/2000,1489.26,7214.45,6582.0,16130.9
1742,12/09/2000,1481.99,7135.75,6555.5,16040.23
1743,13/09/2000,1484.91,7006.26,6478.2,16190.52
1744,14/09/2000,1480.87,7048.5,6555.5,16213.28
1745,15/09/2000,1465.81,6999.54,6417.3,16213.28
1746,18/09/2000,1444.51,6891.69,6410.15,16061.16
1747,19/09/2000,1459.9,6937.74,6403.5,16124.19
1748,20/09/2000,1451.34,6765.23,6279.9,16458.31
1749,21/09/2000,1449.05,6682.92,6199.2,16311.05
1750,22/09/2000,1448.72,6740.25,6205.9,15818.25
1751,25/09/2000,1439.03,6788.69,6257.1,15992.9
1752,26/09/2000,1427.21,6765.04,6213.2,15928.62
1753,27/09/2000,1426.57,6814.06,6269.34,15639.95
1754,28/09/2000,1458.29,6832.76,6264.1,15626.96
1755,29/09/2000,1436.51,6798.12,6294.2,15747.26
1756,02/10/2000,1436.23,6862.26,6284.5,15902.51
1757,03/10/2000,1426.46,6862.26,6345.0,15912.09
1758,04/10/2000,1434.32,6823.43,6334.9,16149.08
1759,05/10/2000,1436.28,6892.49,6382.0,16099.26
1760,06/10/2000,1408.99,6776.39,6391.2,15994.24
1761,09/10/2000,1402.03,6680.78,6264.8,15994.24
1762,10/10/2000,1387.02,6673.15,6247.7,15827.72
1763,11/10/2000,1364.59,6561.63,6117.6,15513.57
1764,12/10/2000,1329.78,6465.26,6131.9,15550.64
1765,13/10/2000,1374.17,6661.3,6209.6,15330.31
1766,16/10/2000,1374.62,6627.25,6285.7,15512.32
1767,17/10/2000,1349.97,6531.71,6203.2,15340.22
1768,18/10/2000,1342.13,6483.0,6148.2,14872.48
1769,19/10/2000,1388.76,6619.43,6218.9,14811.08
1770,20/10/2000,1396.93,6618.43,6276.3,15198.73
1771,23/10/2000,1395.78,6620.87,6315.9,15097.96
1772,24/10/2000,1398.13,6802.81,6438.4,15148.19
1773,25/10/2000,1364.9,6748.22,6367.8,14840.47
1774,26/10/2000,1364.44,6767.9,6302.3,14858.43
1775,27/10/2000,1379.58,6924.68,6366.5,14582.2
1776,30/10/2000,1398.66,6926.57,6388.4,14464.56
1777,31/10/2000,1429.4,7077.44,6438.4,14539.6
1778,01/11/2000,1421.22,7059.07,6457.6,14872.39
1779,02/11/2000,1428.32,7088.64,6392.0,14837.78
1780,03/11/2000,1426.69,7128.27,6385.4,14837.78
1781,06/11/2000,1432.19,7136.3,6431.0,15371.44
1782,07/11/2000,1431.87,7076.28,6466.9,15340.33
1783,08/11/2000,1409.28,7008.64,6477.4,15399.64
1784,09/11/2000,1400.14,6959.5,6442.2,15060.05
1785,10/11/2000,1365.98,6851.69,6400.2,14988.54
1786,13/11/2000,1351.26,6742.1,6274.8,14664.64
1787,14/11/2000,1382.95,6966.65,6412.9,14660.04
1788,15/11/2000,1389.81,6961.09,6432.3,14799.14
1789,16/11/2000,1372.32,6842.11,6430.4,14587.03
1790,17/11/2000,1367.72,6752.29,6440.1,14544.3
1791,20/11/2000,1342.62,6609.48,6345.0,14531.65
1792,21/11/2000,1347.35,6678.07,6382.1,14408.46
1793,22/11/2000,1322.36,6510.54,6221.4,14301.31
1794,23/11/2000,1322.36,6601.0,6287.3,14301.31
1795,24/11/2000,1341.77,6664.18,6327.6,14315.35
1796,27/11/2000,1348.97,6696.91,6374.7,14720.39
1797,28/11/2000,1336.09,6625.56,6249.8,14658.87
1798,29/11/2000,1341.91,6598.32,6164.9,14507.64
1799,30/11/2000,1314.95,6372.33,6142.2,14648.51
1800,01/12/2000,1315.23,6512.91,6170.4,14835.33
1801,04/12/2000,1324.97,6408.1,6158.7,14954.73
1802,05/12/2000,1376.54,6637.09,6299.0,14695.05
1803,06/12/2000,1351.46,6622.25,6273.3,14889.37
1804,07/12/2000,1343.55,6566.08,6231.4,14720.36
1805,08/12/2000,1369.89,6691.25,6288.3,14696.51
1806,11/12/2000,1380.2,6782.52,6370.3,15015.7
1807,12/12/2000,1371.18,6733.59,6390.4,15114.64
1808,13/12/2000,1359.99,6620.21,6403.0,15168.68
1809,14/12/2000,1340.93,6469.95,6263.8,14927.19
1810,15/12/2000,1312.15,6331.3,6175.8,14552.29
1811,18/12/2000,1322.74,6390.25,6246.5,14483.9
1812,19/12/2000,1305.6,6479.28,6295.0,14132.37
1813,20/12/2000,1264.74,6248.76,6176.7,13914.43
1814,21/12/2000,1274.86,6200.71,6115.5,13423.21
1815,22/12/2000,1305.97,6251.4,6097.5,13427.08
1816,25/12/2000,1305.97,6251.4,6097.5,13931.61
1817,26/12/2000,1315.19,6251.4,6097.5,14007.85
1818,27/12/2000,1328.92,6328.16,6218.2,13981.49
1819,28/12/2000,1334.22,6371.64,6223.2,13946.96
1820,29/12/2000,1320.28,6433.61,6222.5,13785.69
1821,01/01/2001,1320.28,6433.61,6222.5,13785.69
1822,02/01/2001,1283.27,6289.82,6174.74,13785.69
1823,03/01/2001,1347.56,6434.96,6039.89,13785.69
1824,04/01/2001,1333.34,6376.54,6185.62,13691.49
1825,05/01/2001,1298.35,6382.31,6198.09,13867.61
1826,08/01/2001,1295.86,6392.17,6149.6,13867.61
1827,09/01/2001,1300.8,6404.52,6088.14,13610.51
1828,10/01/2001,1313.27,6320.07,6059.86,13432.65
1829,11/01/2001,1326.82,6465.21,6114.89,13201.07
1830,12/01/2001,1318.32,6490.03,6165.53,13347.74
1831,15/01/2001,1318.32,6522.87,6170.3,13506.23
1832,16/01/2001,1326.65,6502.89,6083.29,13584.45
1833,17/01/2001,1329.47,6653.38,6197.36,13667.63
1834,18/01/2001,1347.97,6635.76,6209.87,13873.92
1835,19/01/2001,1342.54,6651.53,6209.32,13989.12
1836,22/01/2001,1342.9,6675.0,6231.98,14032.42
1837,23/01/2001,1360.4,6722.41,6214.66,13984.66
1838,24/01/2001,1364.3,6706.67,6264.36,13893.58
1839,25/01/2001,1357.51,6727.49,6255.63,13803.38
1840,26/01/2001,1354.95,6695.2,6294.34,13696.06
1841,29/01/2001,1364.17,6750.96,6316.98,13845.28
1842,30/01/2001,1373.73,6739.3,6334.53,13826.65
1843,31/01/2001,1366.01,6795.14,6297.53,13843.55
1844,01/02/2001,1373.47,6704.68,6251.83,13779.55
1845,02/02/2001,1349.47,6638.2,6256.43,13703.63
1846,05/02/2001,1354.31,6628.07,6269.21,13385.52
1847,06/02/2001,1352.26,6693.03,6293.43,13269.85
1848,07/02/2001,1340.89,6578.96,6225.65,13366.01
1849,08/02/2001,1332.53,6636.81,6206.1,13138.23
1850,09/02/2001,1314.76,6497.07,6164.25,13422.83
1851,12/02/2001,1330.31,6564.91,6241.38,13422.83
1852,13/02/2001,1318.8,6557.93,6228.49,13274.7
1853,14/02/2001,1315.92,6479.87,6176.22,13284.06
1854,15/02/2001,1326.61,6591.67,6197.89,13327.39
1855,16/02/2001,1301.53,6439.26,6088.28,13175.49
1856,19/02/2001,1301.53,6472.21,6093.95,13119.59
1857,20/02/2001,1278.94,6451.57,5980.12,13248.36
1858,21/02/2001,1255.27,6347.99,5972.35,13100.08
1859,22/02/2001,1252.82,6277.99,6003.13,13073.36
1860,23/02/2001,1245.86,6075.34,5943.69,13246.0
1861,26/02/2001,1267.65,6189.07,5916.75,13201.14
1862,27/02/2001,1257.94,6220.48,5941.21,13059.86
1863,28/02/2001,1239.94,6208.24,5917.88,12883.54
1864,01/03/2001,1241.23,6123.38,5908.59,12681.66
1865,02/03/2001,1234.18,6159.02,5858.56,12261.8
1866,05/03/2001,1241.41,6216.38,5931.29,12322.16
1867,06/03/2001,1253.8,6284.06,6012.02,12687.74
1868,07/03/2001,1261.89,6305.64,6001.81,12723.89
1869,08/03/2001,1264.74,6267.06,6003.17,12650.56
1870,09/03/2001,1233.42,6204.42,5917.27,12627.9
1871,12/03/2001,1180.16,6046.56,5826.52,12171.37
1872,13/03/2001,1197.66,5962.93,5720.74,11819.7
1873,14/03/2001,1166.71,5794.12,5625.95,11843.59
1874,15/03/2001,1173.56,5889.95,5729.22,12152.83
1875,16/03/2001,1150.53,5734.49,5562.83,12232.98
1876,19/03/2001,1170.81,5657.29,5551.55,12190.97
1877,20/03/2001,1142.62,5782.16,5646.8,12190.97
1878,21/03/2001,1122.14,5622.09,5540.74,13103.94
1879,22/03/2001,1117.58,5388.02,5314.75,12853.97
1880,23/03/2001,1139.83,5544.67,5402.33,13214.54
1881,26/03/2001,1152.69,5726.97,5576.6,13862.31
1882,27/03/2001,1182.17,5938.21,5728.13,13638.33
1883,28/03/2001,1153.29,5817.52,5614.01,13765.51
1884,29/03/2001,1147.95,5879.3,5588.42,13072.36
1885,30/03/2001,1160.33,5829.95,5633.73,12999.7
1886,02/04/2001,1145.87,5760.76,5618.47,12937.86
1887,03/04/2001,1106.46,5553.46,5463.13,13124.47
1888,04/04/2001,1103.25,5597.66,5535.72,13242.78
1889,05/04/2001,1151.44,5773.34,5621.77,13381.38
1890,06/04/2001,1128.43,5698.88,5601.46,13383.76
1891,09/04/2001,1137.59,5781.01,5663.3,12841.76
1892,10/04/2001,1168.38,5913.84,5803.0,12620.27
1893,11/04/2001,1165.89,5951.16,5788.07,13174.93
1894,12/04/2001,1183.5,6002.3,5766.62,13352.44
1895,13/04/2001,1183.5,6002.3,5766.62,13385.72
1896,16/04/2001,1179.68,6002.3,5766.62,13254.89
1897,17/04/2001,1191.81,5935.58,5761.08,13067.09
1898,18/04/2001,1238.16,6164.88,5890.2,13641.79
1899,19/04/2001,1253.7,6181.91,5871.63,13868.28
1900,20/04/2001,1242.98,6127.97,5879.83,13765.67
1901,23/04/2001,1224.36,6051.48,5871.28,13715.6
1902,24/04/2001,1209.47,6124.57,5840.28,13743.18
1903,25/04/2001,1228.75,6115.19,5827.47,13827.5
1904,26/04/2001,1234.52,6123.66,5868.32,13973.03
1905,27/04/2001,1253.05,6175.24,5951.39,13934.32
1906,30/04/2001,1249.46,6264.51,5966.95,13934.32
1907,01/05/2001,1266.44,6264.51,5928.02,14425.46
1908,02/05/2001,1267.43,6213.84,5904.2,14421.64
1909,03/05/2001,1248.58,6089.17,5765.81,14421.64
1910,04/05/2001,1266.61,6138.28,5870.29,14421.64
1911,07/05/2001,1263.51,6122.62,5870.29,14529.41
1912,08/05/2001,1261.2,6108.72,5886.4,14289.05
1913,09/05/2001,1255.54,6063.94,5893.67,14084.85
1914,10/05/2001,1255.18,6165.18,5963.99,14017.79
1915,11/05/2001,1245.67,6141.02,5896.77,14043.92
1916,14/05/2001,1248.92,6064.68,5690.47,13873.02
1917,15/05/2001,1249.44,6070.38,5842.91,14054.03
1918,16/05/2001,1284.99,6148.44,5884.03,13694.27
1919,17/05/2001,1288.49,6173.81,5904.55,13910.67
1920,18/05/2001,1291.96,6186.87,5914.98,13877.77
1921,21/05/2001,1312.83,6249.87,5941.59,14176.83
1922,22/05/2001,1309.38,6270.59,5976.62,14091.19
1923,23/05/2001,1289.05,6215.25,5897.45,14067.7
1924,24/05/2001,1293.17,6278.9,5915.91,13895.79
1925,25/05/2001,1277.89,6223.57,5889.8,13765.92
1926,28/05/2001,1277.89,6216.83,5889.8,13737.77
1927,29/05/2001,1267.93,6120.33,5863.87,13773.89
1928,30/05/2001,1248.08,6041.22,5796.85,13493.35
1929,31/05/2001,1255.82,6123.26,5796.15,13262.14
1930,01/06/2001,1260.67,6125.17,5809.6,13261.84
1931,04/06/2001,1267.11,6177.74,5856.5,13312.35
1932,05/06/2001,1283.57,6242.13,5922.55,13182.0
1933,06/06/2001,1270.03,6192.44,5901.49,13174.84
1934,07/06/2001,1276.96,6184.25,5948.3,13277.51
1935,08/06/2001,1264.96,6187.21,5950.58,13430.22
1936,11/06/2001,1254.39,6162.74,5860.53,13226.48
1937,12/06/2001,1255.85,6059.15,5804.01,12840.1
1938,13/06/2001,1241.6,6111.94,5820.21,12823.45
1939,14/06/2001,1219.87,6031.27,5752.55,12846.66
1940,15/06/2001,1214.36,5915.18,5722.97,12790.38
1941,18/06/2001,1208.43,5869.04,5671.62,12697.79
1942,19/06/2001,1212.58,5922.53,5680.37,12574.26
1943,20/06/2001,1223.14,5876.04,5699.58,12674.64
1944,21/06/2001,1237.04,5926.38,5641.38,12962.43
1945,22/06/2001,1225.35,5941.77,5665.67,13044.61
1946,25/06/2001,1218.6,5902.32,5661.88,12896.47
1947,26/06/2001,1216.76,5847.79,5555.68,12978.82
1948,27/06/2001,1211.07,5833.1,5607.93,12828.98
1949,28/06/2001,1226.2,5971.77,5638.41,12679.88
1950,29/06/2001,1224.42,6058.38,5642.5,12969.05
1951,02/07/2001,1236.71,6109.5,5716.68,12751.18
1952,03/07/2001,1234.45,6056.84,5639.91,12817.41
1953,04/07/2001,1234.45,6015.72,5600.49,12629.02
1954,05/07/2001,1219.24,5999.19,5549.61,12607.3
1955,06/07/2001,1190.59,5862.1,5479.24,12306.08
1956,09/07/2001,1198.78,5869.86,5468.86,12239.68
1957,10/07/2001,1181.52,5816.32,5467.9,12300.41
1958,11/07/2001,1180.18,5801.8,5391.86,12005.11
1959,12/07/2001,1208.14,5889.88,5481.58,12407.95
1960,13/07/2001,1215.68,5939.85,5536.98,12355.15
1961,16/07/2001,1202.45,5853.76,5517.12,12343.37
1962,17/07/2001,1214.44,5846.66,5427.76,12128.57
1963,18/07/2001,1207.71,5728.37,5404.59,11892.58
1964,19/07/2001,1215.02,5829.69,5437.43,11908.39
1965,20/07/2001,1210.85,5764.06,5387.05,11908.39
1966,23/07/2001,1191.03,5791.73,5405.28,11609.63
1967,24/07/2001,1171.65,5663.26,5320.16,11883.25
1968,25/07/2001,1190.49,5582.76,5275.73,11891.61
1969,26/07/2001,1202.93,5675.76,5286.07,11858.56
1970,27/07/2001,1205.82,5754.86,5403.1,11798.08
1971,30/07/2001,1204.52,5792.19,5446.66,11579.27
1972,31/07/2001,1211.23,5861.19,5529.05,11860.77
1973,01/08/2001,1215.93,5835.23,5546.93,11959.33
1974,02/08/2001,1220.75,5777.28,5584.54,12399.2
1975,03/08/2001,1214.35,5735.88,5547.56,12241.97
1976,06/08/2001,1200.48,5746.04,5526.43,12243.9
1977,07/08/2001,1204.4,5752.51,5536.8,12319.46
1978,08/08/2001,1183.53,5614.51,5476.49,12163.67
1979,09/08/2001,1183.43,5512.28,5402.93,11754.56
1980,10/08/2001,1190.16,5433.49,5427.2,11735.06
1981,13/08/2001,1191.29,5453.77,5431.08,11477.56
1982,14/08/2001,1186.73,5520.71,5507.77,11917.95
1983,15/08/2001,1178.02,5455.44,5461.58,11755.4
1984,16/08/2001,1181.66,5361.92,5389.77,11515.02
1985,17/08/2001,1161.97,5222.12,5342.13,11445.54
1986,20/08/2001,1171.41,5207.83,5357.45,11257.94
1987,21/08/2001,1157.26,5216.11,5430.31,11280.38
1988,22/08/2001,1165.31,5220.21,5408.67,11396.43
1989,23/08/2001,1162.09,5254.04,5396.53,11126.92
1990,24/08/2001,1184.93,5387.5,5471.88,11166.31
1991,27/08/2001,1179.21,5406.47,5471.88,11275.01
1992,28/08/2001,1161.51,5308.78,5434.65,11189.4
1993,29/08/2001,1148.6,5305.0,5417.64,10979.76
1994,30/08/2001,1129.03,5162.4,5332.67,10938.45
1995,31/08/2001,1133.58,5188.17,5344.97,10713.51
